Numero_Ata;UASG_Gerenciadora;Processo_Compra;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;CNPJ_Fornecedor;Razao_Social_Fornecedor;Numero_Item;Descricao_Item;Qtd_Originaria_Edital;Qtd_Homologada_Vigente;Valor_Unitario_R$;Valor_Total_Item_R$;Objeto_Ata
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00087";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Calibre 12 Câmara 70"" - Chumbo 3T Treina.";"363750";"363750";"5,16";"1.876.950,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00089";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Calibre 12 Câmara 70"" - Chumbo 3T Treina";"70000";"70000";"5,41";"378.700,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00091";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Calibre 12 Câmara 70"" - Chumbo 3T Treina.";"554250";"554250";"5,50";"3.048.375,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00093";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Calibre 12 Câmara 70"" - Chumbo 3T Treina.";"430000";"430000";"5,69";"2.446.700,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00095";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Knock SLUG Calibre 12 Câmara 70"" - balote singular foster 28g.";"128000";"128000";"6,23";"797.440,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00097";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm:Munição Knock SLUG Calibre 12 Câmara 70"" - balote singular foster 28g.";"128000";"128000";"6,63";"848.640,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00099";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Knock SLUG Calibre 12 Câmara 70"" - balote singular foster 28g.";"20500";"20500";"7,29";"149.445,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00101";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Knock SLUG Calibre 12 Câmara 70"" - balote singular foster 28g.";"110000";"110000";"8,20";"902.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00103";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Knock SLUG Calibre 12 Câmara 70"" - balote singular foster 28g.";"8000";"8000";"8,39";"67.120,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00105";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Knock SLUG Calibre 12 Câmara 70"" - balote singular foster 28g.";"115000";"115000";"8,75";"1.006.250,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00107";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição cal. 12 câmara 70"" - Chumbo SG 32g";"51500";"51500";"5,22";"268.830,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00109";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição cal. 12 câmara 70"" - Chumbo SG 32g.";"483000";"483000";"5,56";"2.685.480,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00111";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição cal. 12 câmara 70"" - Chumbo SG 32g.";"199250";"199250";"6,49";"1.293.132,50";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00113";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição cal. 12 câmara 70"" - Chumbo SG 32g.";"140250";"140250";"6,91";"969.127,50";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0010-54";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00115";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição cal. 12 câmara 70"" - Chumbo SG 32g.";"115000";"115000";"7,14";"821.100,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"04.730.121/0001-40";"ARBJI COMERCIO DE ELETRONICOS E COMPONENTES LTDA";"00003";"JOELHEIRA, MATERIAL TERMOPLÁSTICO, TIPO ARTICULADA, TAMANHO VARIADO, COR PRETA , CARACTERÍSTICAS ADICIONAIS COM AJUSTE DE TENSÃO, TIPO FORRO FORRO EM ESPUMA, TIPO FECHAMENTO CLIP DE ENGATE RÁPIDO";"14957";"14957";"91,90";"1.374.548,30";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00046/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"32.907.435/0001-00";"NW DRONES COMERCIO E MANUTENCAO DE DRONES LTDA";"00005";"BATERIA RECARREGÁVEL, MODELO TB55, CARACTERÍSTICAS ADICIONAIS MATERIAL LIPO 6S, PESO 885G, TAMANHO 14X22X14 CM, POTÊNCIA 180 W, CORRENTE MÁXIMA 7660 MA, TENSÃO NOMINAL 22.8 V, APLICAÇÃO 1 DRONE";"500";"500";"1.600,00";"800.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 2, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32027921), independentemente de transcrição."
"00046/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"61.182.424/0001-09";"O.FILIZZOLA & CIA LTDA";"00002";"ACESSÓRIO EQUIPAMENTO SEGURANÇA, TIPO COTOVELEIRA, MATERIAL POLÍMERO/TECIDO, APLICAÇÃO ATIVIDADE MILITAR, CARACTERÍSTICAS ADICIONAIS ANTI-IMPACTO, FIXAÇÃO AJUSTÁVEL";"14957";"14957";"102,80";"1.537.579,60";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 2, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32027921), independentemente de transcrição."
"00040/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"28/07/2026";"30/07/2026";"30/07/2027";"89.422.042/0001-24";"TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A";"00006";"CAMINHÃO, TIPO PIPA, POTÊNCIA MOTOR 230 CV, MOTOR DIESEL, CAPACIDADE VOLUMÉTRICA 12.000 L";"1";"1";"1.578.378,82";"1.578.378,82";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00040/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"28/07/2026";"30/07/2026";"30/07/2027";"03.619.767/0005-15";"TORINO INFORMATICA LTDA..";"00001";"ADAPTADOR CONECTOR, TIPO CONECTORES MULTIPORTA COM 4K HDMI USB 3.0, RJ45 ETHERNET, APLICAÇÃO NOTEBOOKS COM PORTAS USB TIPO-C, CARACTERÍSTICAS ADICIONAIS SUPORTA HDMI/USB HUB E PORTO DE CARREGAMENTO, NÚMERO CONTATO 5 EM 1";"1904";"1904";"1.099,00";"2.092.496,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00040/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"28/07/2026";"30/07/2026";"30/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00001";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"272";"272";"85.000,00";"23.120.000,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00040/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"28/07/2026";"30/07/2026";"30/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00002";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"280";"280";"135.000,00";"37.800.000,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00040/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"28/07/2026";"30/07/2026";"30/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00003";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"254";"254";"64.989,00";"16.507.206,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00040/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"28/07/2026";"30/07/2026";"30/07/2027";"03.622.266/0001-64";"EFAI - ESCOLA DE AVIACAO CIVIL LTDA";"00004";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"350";"350";"49.740,00";"17.409.000,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00039/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"27/07/2026";"29/07/2026";"29/07/2027";"92.249.150/0001-51";"MITREN - SISTEMAS E MONTAGENS VEICULARES S.A.";"00003";"CAMINHÃO, TIPO PIPA, POTÊNCIA MOTOR 230 CV, MOTOR DIESEL, CAPACIDADE VOLUMÉTRICA 12.000 L";"162";"162";"1.494.198,62";"242.060.176,44";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00039/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"27/07/2026";"29/07/2026";"29/07/2027";"25.462.154/0001-26";"OBJECT COMERCIO DE EQUIPAMENTOS LTDA";"00002";"LAVADORA ULTRASSÔNICA, MODELO HORIZONTAL, DE BANCADA, MATERIAL GABINETE E TAMPA EM POLÍMERO, AJUSTE PAINEL DIGITAL, CAPACIDADE CERCA DE 2 L, TEMPERATURA TEMPERATURA ATÉ 65 °C, ADICIONAL 1 C/ CESTO P/ INSTRUMENTAL, CARACTERÍSTICA ABASTECIMENTO E ESCOAMENTO MANUAL";"185";"185";"2.427,99";"449.178,15";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00039/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"27/07/2026";"29/07/2026";"29/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00001";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"272";"272";"85.000,00";"23.120.000,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00039/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"27/07/2026";"29/07/2026";"29/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00002";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"280";"280";"135.000,00";"37.800.000,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00039/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"27/07/2026";"29/07/2026";"29/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00003";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"254";"254";"64.989,00";"16.507.206,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00039/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA";"1665/2025";"27/07/2026";"29/07/2026";"29/07/2027";"03.622.266/0001-64";"EFAI - ESCOLA DE AVIACAO CIVIL LTDA";"00004";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"350";"350";"49.740,00";"17.409.000,00";"Registro de preços para contratação de serviço especializado de formação de pilotos de aeronaves."
"00040/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2025";"21/07/2025";"22/07/2025";"22/07/2027";"89.422.042/0001-24";"TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A";"00006";"CAMINHÃO, TIPO PIPA, POTÊNCIA MOTOR 230 CV, MOTOR DIESEL, CAPACIDADE VOLUMÉTRICA 12.000 L";"1";"1";"1.578.378,82";"1.578.378,82";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamento de ancoragem (dock station), especificado no item 01 do Termo de Referência (30781763),anexo I do Edital do Pregão Eletrônico nº 90014/2025, que é parte integrante desta Ata,  assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00040/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2025";"21/07/2025";"22/07/2025";"22/07/2027";"03.619.767/0005-15";"TORINO INFORMATICA LTDA..";"00001";"ADAPTADOR CONECTOR, TIPO CONECTORES MULTIPORTA COM 4K HDMI USB 3.0, RJ45 ETHERNET, APLICAÇÃO NOTEBOOKS COM PORTAS USB TIPO-C, CARACTERÍSTICAS ADICIONAIS SUPORTA HDMI/USB HUB E PORTO DE CARREGAMENTO, NÚMERO CONTATO 5 EM 1";"1904";"1904";"1.099,00";"2.092.496,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamento de ancoragem (dock station), especificado no item 01 do Termo de Referência (30781763),anexo I do Edital do Pregão Eletrônico nº 90014/2025, que é parte integrante desta Ata,  assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00040/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2025";"21/07/2025";"22/07/2025";"22/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00001";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"272";"272";"85.000,00";"23.120.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamento de ancoragem (dock station), especificado no item 01 do Termo de Referência (30781763),anexo I do Edital do Pregão Eletrônico nº 90014/2025, que é parte integrante desta Ata,  assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00040/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2025";"21/07/2025";"22/07/2025";"22/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00002";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"280";"280";"135.000,00";"37.800.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamento de ancoragem (dock station), especificado no item 01 do Termo de Referência (30781763),anexo I do Edital do Pregão Eletrônico nº 90014/2025, que é parte integrante desta Ata,  assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00040/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2025";"21/07/2025";"22/07/2025";"22/07/2027";"03.871.566/0003-49";"ESCOLA DE AVIACAO CIVIL ASAS ROTATIVAS LTDA";"00003";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"254";"254";"64.989,00";"16.507.206,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamento de ancoragem (dock station), especificado no item 01 do Termo de Referência (30781763),anexo I do Edital do Pregão Eletrônico nº 90014/2025, que é parte integrante desta Ata,  assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00040/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2025";"21/07/2025";"22/07/2025";"22/07/2027";"03.622.266/0001-64";"EFAI - ESCOLA DE AVIACAO CIVIL LTDA";"00004";"Curso / Aperfeiçoamento - Pilotagem de Aeronave";"350";"350";"49.740,00";"17.409.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamento de ancoragem (dock station), especificado no item 01 do Termo de Referência (30781763),anexo I do Edital do Pregão Eletrônico nº 90014/2025, que é parte integrante desta Ata,  assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00033/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"20/07/2026";"22/07/2026";"22/07/2027";"00.913.443/0001-73";"RENAULT DO BRASIL S.A.";"00003";"AUTOMÓVEL, TIPO MOTOR 1.8 L, QUANTIDADE PORTAS 4, TIPO COMBUSTÍVEL BI- COMBUSTÍVEL, POTÊNCIA 106 CV, CAPACIDADE TANQUE COMBUSTÍVEL 50 L, QUANTIDADE PASSAGEIRO 7, TIPO CÂMBIO AUTOMÁTICO, OPCIONAIS AR CONDICIONADO, DIREÇÃO ELÉTRICA";"2204";"2204";"191.811,62";"422.752.810,48";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 30 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00033/2026";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90027/2025";"20/07/2026";"22/07/2026";"22/07/2027";"32.282.397/0001-48";"PONIX DISTRIBUIDORA DE PRODUTOS LTDA";"00030";"TOALHA MESA, MATERIAL JACQUARD, FORMATO QUADRADA, COMPRIMENTO 1,60 M, LARGURA 1,60 M, COR VARIADA";"1334";"1334";"36,33";"48.464,22";"A presente Ata tem por objeto o registro de preços para a eventual contratação de Material de Comunicação Social, Bandeiras e Correlatos para atender às demandas da Diretoria da Força Nacional de Segurança Pública e demais órgãos participantes, especificados no item 30 do Termo de Referência (33465601), anexo do Edital do Pregão Eletrônico nº  90027/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
"00036/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90001/2025";"18/07/2025";"21/07/2025";"21/07/2027";"45.218.484/0001-88";"GESPI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AERONAUTICOS LTDA";"00002";"LANCHA, MATERIAL CASCO ALUMÍNIO LIGA NAVAL, COMPRIMENTO 8 M, BOCA 2,9 M, CALADO 0,7 M, POTÊNCIA MÁXIMA MOTOR 900 HP, PESO 7 T, QUANTIDADE PASSAGEIRO 8 UN, ACESSÓRIOS SISTEMA DE MONITORAMENTO E REGISTRO DE IMAGENS, CARACTERÍSTICAS ADICIONAIS BLINDADA, TIPO MOTOR MOTOR CENTRO COM EIXO, COMBUSTÍVEL GASOLINA, CAPACIDADE TANQUE COMBUSTÍVEL 1.500 L, TIPO CAPOTA CAPOTA FIXA";"30";"30";"3.475.553,20";"104.266.596,00";"Aquisição de Equipamentos de Atividade Física, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 1 a 4 do Termo de Referência (29867900), anexo do Edital do Pregão Eletrônico nº 90001/2025 (30660110), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição."
