Numero_Ata;UASG_Gerenciadora;Processo_Compra;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;CNPJ_Fornecedor;Razao_Social_Fornecedor;Numero_Item;Descricao_Item;Qtd_Originaria_Edital;Qtd_Homologada_Vigente;Valor_Unitario_R$;Valor_Total_Item_R$;Objeto_Ata
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00013";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição 9mm Luger ETOG 124gr.";"453000";"453000";"2,11";"955.830,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00015";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição 9mm Luger ETOG 124gr.";"694000";"694000";"2,24";"1.554.560,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00017";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição 9mm Luger ETOG 124gr.";"271000";"271000";"2,46";"666.660,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00019";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição 9mm Luger ETOG 124gr.";"446000";"446000";"2,86";"1.275.560,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00021";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição 9mm Luger ETOG 124gr.";"340000";"340000";"2,95";"1.003.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00023";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded 9mm Luger EXPO +P 147gr.";"1198000";"1198000";"4,05";"4.851.900,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00025";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded 9mm Luger EXPO +P 147gr.";"401000";"401000";"4,31";"1.728.310,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00027";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded 9mm Luger EXPO +P 147gr.";"2941000";"2941000";"5,04";"14.822.640,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00029";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm";"800000";"800000";"5,28";"4.224.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00031";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded 9mm Luger EXPO +P 147gr";"1726000";"1726000";"5,36";"9.251.360,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00033";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded 9mm Luger EXPO +P 147gr.";"343000";"343000";"5,54";"1.900.220,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00035";"Projétil Munição Arma Fogo Material: Chumbo , Calibre: .40 , Tipo: Ogival , Peso: 180 G";"130000";"130000";"2,76";"358.800,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00037";"Projétil Munição Arma Fogo Material: Chumbo , Calibre: .40 , Tipo: Ogival , Peso: 180 G";"2220000";"2220000";"2,94";"6.526.800,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00039";"Projétil Munição Arma Fogo Material: Chumbo , Calibre: .40 , Tipo: Ogival , Peso: 180 G";"1583000";"1583000";"3,44";"5.445.520,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00041";"Projétil Munição Arma Fogo Material: Chumbo , Calibre: .40 , Tipo: Ogival , Peso: 180 G";"115000";"115000";"3,60";"414.000,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00043";"Projétil Munição Arma Fogo Material: Chumbo , Calibre: .40 , Tipo: Ogival , Peso: 180 G";"822000";"822000";"3,72";"3.057.840,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00045";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded .40 S&W EXPO 180gr";"802000";"802000";"4,53";"3.633.060,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00047";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded .40 S&W EXPO 180gr";"580000";"580000";"4,81";"2.789.800,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00049";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded .40 S&W EXPO 180gr.";"45000";"45000";"5,29";"238.050,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00051";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded .40 S&W EXPO 180gr.";"254000";"254000";"5,95";"1.511.300,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00053";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded .40 S&W EXPO 180gr.";"1403000";"1403000";"6,10";"8.558.300,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00055";"Projetil E Componentes Munição Até 30mm Nome: Projetil E Componentes Munição Até 30mm: Munição Bonded .40 S&W EXPO 180gr.";"1204000";"1204000";"6,24";"7.512.960,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
"00047/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90034/2024";"31/07/2025";"04/08/2025";"04/08/2027";"57.494.031/0001-63";"COMPANHIA BRASILEIRA DE CARTUCHOS";"00057";"Projétil Munição Arma Fogo Material: Chumbo , Calibre: 5.56 X 45 MM, Tipo: Comum , Peso: 55 GR, Aplicação: Fuzil E Metralhadora";"398000";"398000";"3,23";"1.285.540,00";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de equipamentos de controle de distúrbios civis (CDC), especificada no item 3, constante(s) da tabela anexa ao item 1.1 do Termo de Referência (29988158), anexo I do edital de Licitação nº 90034/2024 (30013155) que é parte integrante desta Ata, assim como a proposta cujo preço tenha sido registrado (32080222), independentemente de transcrição."
