Numero_Ata;UASG_Gerenciadora;Processo_Compra;Modalidade;Data_Assinatura;Vigencia_Inicial;Vigencia_Final;Status_Vigencia;Valor_Total_Ata_R$;Fornecedores_Registrados;Qtd_Itens;Objeto;Link_PNCP
"00024/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90015/2024";"Pregão";"19/09/2024";"25/10/2024";"25/10/2026";"Vigente";"15.425.576,32";"VANGUARDA INFORMATICA LTDA (27.975.551/0003-99) | RAFAEL INDUSTRIA E CONFECCOES LTDA (09.211.871/0001-29) | SAFETY WALL DEFESA E SEGURANCA LTDA. (10.194.062/0001-35)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de aparelhos celulares do tipo smartphone 5G, especificado(s) no(s) item(ns) 01 do Termo de Referência, anexo I do edital de Licitação nº 15/2024, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/709/1"
"00067/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90017/2025";"Pregão";"21/10/2025";"23/10/2025";"23/10/2026";"Vigente";"9.910.088,80";"INNOVA COMERCIO DE MAQUINAS E EQUIPAMENTOS LTDA (36.415.033/0001-40) | ACN COMERCIO DE PRODUTOS DE TRANSITO LTDA (73.628.307/0001-05)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de veículos, tipo quadriciclo (ATV) e utilitário multitarefa (UTV),caracterizados, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 04 do Termo de Referência (31662383), anexo do Edital do Pregão Eletrônico nº 90017/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/835/2"
"00065/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90017/2025";"Pregão";"21/10/2025";"23/10/2025";"23/10/2026";"Vigente";"118.655.000,00";"MB COMERCIO DE MAQUINAS, FERRAMENTAS E SERVICOS LTDA (18.272.465/0001-67) | COMFORT INDUSTRIA E COMERCIO LTDA (10.215.056/0001-17)";"2";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de veículos, tipo quadriciclo (ATV) e utilitário multitarefa (UTV),caracterizados, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificados nos itens 01 e 03 do Termo de Referência (31662383), anexo do Edital do Pregão Eletrônico nº 90017/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/835/1"
"00036/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90014/2024";"Pregão";"27/09/2024";"22/10/2024";"22/10/2026";"Vigente";"104.266.596,00";"GESPI INDUSTRIA E COMERCIO DE EQUIPAMENTOS AERONAUTICOS LTDA (45.218.484/0001-88) | SIGMETAL INDUSTRIA DE EQUIPAMENTOS EM ACOS LTDA (50.937.669/0001-82) | LIDER BANDEIRAS E UNIFORMES LTDA (50.615.423/0001-94)";"1";"O registro de preços para a eventual aquisição de meios de transporte aquáticos, sendo estes lanchas e motos aquáticas, especificado no item 02 do Termo de Referência (28091756), anexo I do edital de Licitação nº 14/2024 (28707910), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/839/1"
"00059/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90025/2025";"Pregão";"30/09/2025";"10/10/2025";"10/10/2026";"Vigente";"7.434.554,40";"PROMEGA BIOTECNOLOGIA DO BRASIL LTDA. (11.909.227/0001-70) | VANGUARDA INFORMATICA LTDA (27.975.551/0003-99)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de aquisição de tablets, destinado a atender a Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificado no Termo de Referência (32498824), anexo do Edital do Pregão Eletrônico nº 90025/2025 (32425937).";"https://pncp.gov.br/app/atas/00394494000136/2025/916/1"
"00061/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"Pregão";"24/09/2025";"25/09/2025";"25/09/2026";"Vigente";"17.334.600,00";"Ceská zbrojovka a.s. () | PERNAMBUCO MOTOS LTDA (10.144.013/0001-98)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 02 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/724/2"
"00058/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90018/2025";"Pregão";"19/09/2025";"22/09/2025";"22/09/2026";"Vigente";"76.011.210,00";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD (63.067.904/0005-88) | PERNAMBUCO MOTOS LTDA (10.144.013/0001-98)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de motocicleta, 300cc, caracterizada, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado no item 01 do Termo de Referência (31619371), anexo do Edital do Pregão Eletrônico nº 90018/2025 (31619382), que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/724/1"
"00055/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90011/2025";"Pregão";"17/09/2025";"22/09/2025";"22/09/2026";"Vigente";"7.001.611,00";"MARINE METALURGICA LTDA (07.560.240/0001-90) | FLIR SYSTEMS BRASIL COMERCIO DE CAMERAS INFRAVERMELHAS LTDA. (07.204.578/0001-09)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de câmeras termográficas, para atender demanda da Secretaria Nacional, nos termos da tabela abaixo, conforme condições e exigências estabelecidas de Segurança Pública e demais órgão participantes, especificado no item 01 do Termo de Referência (30828013), anexo do Edital do Pregão Eletrônico Internacional nº 90011/2025, que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/641/1"
"00057/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90019/2025";"Pregão";"11/09/2025";"16/09/2025";"16/09/2026";"Vigente";"8.670.000,00";"QIAGEN BIOTECNOLOGIA BRASIL LTDA. (01.334.250/0003-92) | IAFIS SYSTEMS DO BRASIL LTDA (05.742.247/0001-05)";"1";"Registro de preços para a eventual contratação de software para localização, rastreamento e análise de transações com criptoativos, baseadas em blockchain, para atender demanda da Secretaria Nacional de Segurança Púbica e demais órgão participantes, especificado(s) no Termo de Referência nº 77/2025(31846449), anexo do Edital do Pregão Eletrônico nº 90019/2025(31788686).";"https://pncp.gov.br/app/atas/00394494000136/2025/675/1"
"00056/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90016/2025";"Pregão";"11/09/2025";"16/09/2025";"16/09/2026";"Vigente";"385.203.000,00";"LIFE TECHNOLOGIES BRASIL COMERCIO E INDUSTRIA DE PRODUTOS PARA BIOTECNOLOGIA LTD (63.067.904/0002-35) | BYD DO BRASIL LTDA. (17.140.820/0007-77)";"1";"Registro de preços para a eventual aquisição de veículo policial, tipo sedan, descaracterizado e com proteção balística, destinado a atender a Secretaria Nacional de Segurança Pública e demais órgãos participantes, especificado no Termo de Referência (32216150), anexo do Edital do Pregão Eletrônico nº 90016/2025 (30891012)";"https://pncp.gov.br/app/atas/00394494000136/2025/704/1"
"00054/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90040/2024";"Pregão";"08/09/2025";"11/09/2025";"11/09/2026";"Vigente";"41.500,00";"G2B COMERCIO E REPRESENTACOES LTDA (36.668.854/0001-98) | KLEMPS MAQUINAS TEXTEIS LTDA (09.381.250/0001-93)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de fardamento operacional, especificado no Termo de Referência (29615646), anexo I do edital de Licitação nº 90040/2024 que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1264/8"
"00050/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90012/2025";"Pregão";"08/09/2025";"09/09/2025";"09/09/2026";"Vigente";"105.960,00";"TRIEL-HT INDUSTRIAL E PARTICIPACOES S/A (89.422.042/0001-24) | UNIART METAIS E MADEIRA LTDA (47.482.995/0001-38)";"2";"A presente Ata tem por objeto o registro de preços para a eventual contratação de aquisição de medalhas condecorativas aos profissionais mobilizados na Diretoria da Força Nacional de Segurança Pública e de autoridades, especificado(s) no(s) item(ns) 2 e 3 do 1.1 Termo de Referência (31792358), anexo I do edital de Licitação nº 90012/2025 (31949848) que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/669/2"
"00051/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90012/2025";"Pregão";"05/09/2025";"08/09/2025";"08/09/2026";"Vigente";"2.820,00";"AXON ENTERPRISE, INC. () | A. L. NOGUEIRA COMERCIO E SERVICOS (10.400.122/0001-29)";"1";"A presente Ata tem por objeto o registro de preços para a eventual contratação de aquisição de medalhas condecorativas aos profissionais mobilizados na Diretoria da Força Nacional de Segurança Pública e de autoridades, especificado(s) no(s) item(ns) 1 do 1.1 Termo de Referência (31792358), anexo I do edital de Licitação nº 90012/2025 (31949848) que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2025/669/1"
"00052/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90040/2024";"Pregão";"05/09/2025";"08/09/2025";"07/09/2026";"Vigente";"570.000,00";"CONDOR S/A INDUSTRIA QUIMICA (30.092.431/0001-96) | CITEROL - COMERCIO E INDUSTRIA DE TECIDOS E ROUPAS S/A (17.183.666/0001-25)";"2";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de fardamento operacional, especificado no Termo de Referência (29615646), anexo I do edital de Licitação nº 90040/2024 que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1264/7"
"00025/2024";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90015/2024";"Pregão";"04/09/2024";"05/09/2024";"04/09/2026";"Vigente";"1.942.220,00";"BECATH SOLUCOES INTEGRADAS LTDA (47.010.717/0001-88) | SUPORTE INDUSTRIA E COMERCIO DE ARTIGOS MILITARES LTDA (15.136.916/0001-40) | BANDEIRAS ON LINE ARTEFATOS TEXTEIS LTDA (00.295.234/0001-03)";"1";"Registro de preços para a eventual aquisição de aparelhos celulares do tipo smartphone 5G, especificado(s) no(s) item(ns) 02 do Termo de Referência, anexo I do edital de Licitação nº 15/2024";"https://pncp.gov.br/app/atas/00394494000136/2024/709/2"
"00053/2025";"200331 - SECRETARIA NACIONAL DE SEGURANCA PUBLICA - SENASP";"90040/2024";"Pregão";"03/09/2025";"05/09/2025";"04/09/2026";"Vigente";"14.388,00";"R J C DEFESA E AEROESPACIAL LTDA (71.919.328/0001-54) | SUPORTE INDUSTRIA E COMERCIO DE ARTIGOS MILITARES LTDA (15.136.916/0001-40)";"1";"A presente Ata tem por objeto o registro de preços para a eventual aquisição de fardamento operacional, especificado no Termo de Referência (29615646), anexo I do edital de Licitação nº 90040/2024 que é parte integrante desta Ata, assim como as propostas cujos preços tenham sido registrados, independentemente de transcrição.";"https://pncp.gov.br/app/atas/00394494000136/2024/1264/6"
